Title,Source,File_path,IMDb_id
public enemies,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b469_Public_Enemies.txt,
sherlock holmes,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b474_Sherlock_Holmes.txt,
star trek,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b47b_Star_Trek.txt,0796366
surrogates,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b480_Surrogates.txt,
terminator salvation,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b484_Terminator_Salvation.txt,
whiteout,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b49e_Whiteout.txt,
youth in revolt,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b4a5_Youth_in_Revolt.txt,0403702
the brothers bloom,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b4bf_The_Brothers_Bloom.txt,
changeling,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b4c1_Changeling.txt,0824747
the curious case of benjamin button,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b4ca_The_Curious_Case_of_Benjamin_Button.txt,
deception,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b4d0_Deception.txt,
eagle eye,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b4d8_Eagle_Eye.txt,
marley   me,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b517_Marley___Me.txt,0822832
max payne,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b519_Max_Payne.txt,0467197
the other boleyn girl,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b528_The_Other_Boleyn_Girl.txt,
pineapple express,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b52d_Pineapple_Express.txt,0910936
rachel getting married,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b532_Rachel_Getting_Married.txt,1084950
rocknrolla,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b538_RocknRolla.txt,
sex and the city,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b53f_Sex_and_the_City.txt,
speed racer,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b543_Speed_Racer.txt,
sunshine cleaning,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b54a_Sunshine_Cleaning.txt,
synecdoche  new york,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b54c_Synecdoche__New_York.txt,
valkyrie,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b557_Valkyrie.txt,
the wrestler,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b566_The_Wrestler.txt,1125849
yes man,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b567_Yes_Man.txt,1068680
disturbia,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b597_Disturbia.txt,0486822
eastern promises,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b59a_Eastern_Promises.txt,
elizabeth  the golden age,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b59c_Elizabeth__The_Golden_Age.txt,
fracture,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b5a3_Fracture.txt,0488120
into the wild,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b5ba_Into_the_Wild.txt,
next,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b5d5_Next.txt,
superbad,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b5f8_Superbad.txt,
tmnt,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b601_TMNT.txt,
we own the night,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b60d_We_Own_the_Night.txt,
wild hogs,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b610_Wild_Hogs.txt,0486946
crank,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b637_Crank.txt,
the departed,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b63b_The_Departed.txt,
slither,agarwal,./data/agarwal2015_screenplays/fail/51e301b91f7f8ee49901b691_Slither.txt,0439815
brick,agarwal,./data/agarwal2015_screenplays/fail/51e301ba1f7f8ee49901b6b6_Brick.txt,0393109
the hitchhiker s guide to the galaxy,agarwal,./data/agarwal2015_screenplays/fail/51e301ba1f7f8ee49901b6d8_The_Hitchhiker_s_Guide_to_the_Galaxy.txt,
the island,agarwal,./data/agarwal2015_screenplays/fail/51e301ba1f7f8ee49901b6e1_The_Island.txt,
the jacket,agarwal,./data/agarwal2015_screenplays/fail/51e301ba1f7f8ee49901b6e3_The_Jacket.txt,0366627
king kong,agarwal,./data/agarwal2015_screenplays/fail/51e301ba1f7f8ee49901b6e9_King_Kong.txt,0360717
serenity,agarwal,./data/agarwal2015_screenplays/fail/51e301ba1f7f8ee49901b70a_Serenity.txt,
v for vendetta,agarwal,./data/agarwal2015_screenplays/fail/51e301ba1f7f8ee49901b71d_V_for_Vendetta.txt,0434409
catwoman,agarwal,./data/agarwal2015_screenplays/fail/51e301ba1f7f8ee49901b73b_Catwoman.txt,0327554
cellular,agarwal,./data/agarwal2015_screenplays/fail/51e301ba1f7f8ee49901b73c_Cellular.txt,
collateral,agarwal,./data/agarwal2015_screenplays/fail/51e301ba1f7f8ee49901b73f_Collateral.txt,
harold   kumar go to white castle,agarwal,./data/agarwal2015_screenplays/fail/51e301ba1f7f8ee49901b753_Harold___Kumar_Go_to_White_Castle.txt,
ocean s twelve,agarwal,./data/agarwal2015_screenplays/fail/51e301ba1f7f8ee49901b772_Ocean_s_Twelve.txt,
spanglish,agarwal,./data/agarwal2015_screenplays/fail/51e301ba1f7f8ee49901b786_Spanglish.txt,
the last samurai,agarwal,./data/agarwal2015_screenplays/fail/51e301ba1f7f8ee49901b7c4_The_Last_Samurai.txt,
something s gotta give,agarwal,./data/agarwal2015_screenplays/fail/51e301ba1f7f8ee49901b7e3_Something_s_Gotta_Give.txt,
adaptation,agarwal,./data/agarwal2015_screenplays/fail/51e301ba1f7f8ee49901b7f9_Adaptation.txt,
catch me if you can,agarwal,./data/agarwal2015_screenplays/fail/51e301ba1f7f8ee49901b805_Catch_Me_If_You_Can.txt,0264464
death to smoochy,agarwal,./data/agarwal2015_screenplays/fail/51e301ba1f7f8ee49901b80a_Death_to_Smoochy.txt,
insomnia,agarwal,./data/agarwal2015_screenplays/fail/51e301ba1f7f8ee49901b81d_Insomnia.txt,0278504
go,agarwal,./data/agarwal2015_screenplays/fail/51e301bb1f7f8ee49901b86a_Go.txt,
ocean s eleven,agarwal,./data/agarwal2015_screenplays/fail/51e301bb1f7f8ee49901b88f_Ocean_s_Eleven.txt,
8mm,agarwal,./data/agarwal2015_screenplays/fail/51e301bb1f7f8ee49901b8fc_8mm.txt,0134273
analyze this,agarwal,./data/agarwal2015_screenplays/fail/51e301bb1f7f8ee49901b8fe_Analyze_This.txt,0122933
the green mile,agarwal,./data/agarwal2015_screenplays/fail/51e301bb1f7f8ee49901b915_The_Green_Mile.txt,
magnolia,agarwal,./data/agarwal2015_screenplays/fail/51e301bb1f7f8ee49901b91b_Magnolia.txt,0175880
wild wild west,agarwal,./data/agarwal2015_screenplays/fail/51e301bb1f7f8ee49901b938_Wild_Wild_West.txt,
dark city,agarwal,./data/agarwal2015_screenplays/fail/51e301bb1f7f8ee49901b943_Dark_City.txt,
the truman show,agarwal,./data/agarwal2015_screenplays/fail/51e301bb1f7f8ee49901b97c_The_Truman_Show.txt,0120382
boogie nights,agarwal,./data/agarwal2015_screenplays/fail/51e301bb1f7f8ee49901b98a_Boogie_Nights.txt,
gattaca,agarwal,./data/agarwal2015_screenplays/fail/51e301bb1f7f8ee49901b9a0_Gattaca.txt,
liar liar,agarwal,./data/agarwal2015_screenplays/fail/51e301bc1f7f8ee49901b9a7_Liar_Liar.txt,
the postman,agarwal,./data/agarwal2015_screenplays/fail/51e301bc1f7f8ee49901b9b0_The_Postman.txt,
jane eyre,agarwal,./data/agarwal2015_screenplays/fail/51e301bc1f7f8ee49901b9e4_Jane_Eyre.txt,1229822
heat,agarwal,./data/agarwal2015_screenplays/fail/51e301bc1f7f8ee49901ba1f_Heat.txt,0113277
strange days,agarwal,./data/agarwal2015_screenplays/fail/51e301bc1f7f8ee49901ba38_Strange_Days.txt,0114558
ed wood,agarwal,./data/agarwal2015_screenplays/fail/51e301bc1f7f8ee49901ba4f_Ed_Wood.txt,0109707
newsies,agarwal,./data/agarwal2015_screenplays/fail/51e301bc1f7f8ee49901bac3_Newsies.txt,
sister act,agarwal,./data/agarwal2015_screenplays/fail/51e301bc1f7f8ee49901bacb_Sister_Act.txt,0105417
the last boy scout,agarwal,./data/agarwal2015_screenplays/fail/51e301bc1f7f8ee49901bae4_The_Last_Boy_Scout.txt,0102266
robin hood  prince of thieves,agarwal,./data/agarwal2015_screenplays/fail/51e301bc1f7f8ee49901baed_Robin_Hood__Prince_of_Thieves.txt,0102798
darkman,agarwal,./data/agarwal2015_screenplays/fail/51e301bd1f7f8ee49901baff_Darkman.txt,0099365
die hard 2,agarwal,./data/agarwal2015_screenplays/fail/51e301bd1f7f8ee49901bb00_Die_Hard_2.txt,0099423
die hard,agarwal,./data/agarwal2015_screenplays/fail/51e301bd1f7f8ee49901bb4b_Die_Hard.txt,0095016
heathers,agarwal,./data/agarwal2015_screenplays/fail/51e301bd1f7f8ee49901bb4f_Heathers.txt,0097493
